"Step","bolivia-ACPPowerModel-h96-2024-05-18T17:06:09.485 - metrics/training_loss","bolivia-ACPPowerModel-h96-2024-05-18T17:06:09.485 - metrics/training_loss__MIN","bolivia-ACPPowerModel-h96-2024-05-18T17:06:09.485 - metrics/training_loss__MAX"
"5007","304660.38348629035","304660.38348629035","304660.38348629035"
"5009","302447.6805405177","302447.6805405177","302447.6805405177"
"5011","307393.88438937126","307393.88438937126","307393.88438937126"
"5013","307296.1537457522","307296.1537457522","307296.1537457522"
"5015","310227.80976456124","310227.80976456124","310227.80976456124"
"5017","311029.38740699005","311029.38740699005","311029.38740699005"
"5019","300809.1095466395","300809.1095466395","300809.1095466395"
"5021","311690.7320782378","311690.7320782378","311690.7320782378"
"5023","306523.7514665717","306523.7514665717","306523.7514665717"
"5025","310546.768794097","310546.768794097","310546.768794097"
"5027","307404.77003807004","307404.77003807004","307404.77003807004"
"5029","312119.2422715131","312119.2422715131","312119.2422715131"
"5031","303349.6757245796","303349.6757245796","303349.6757245796"
"5033","306637.32206624676","306637.32206624676","306637.32206624676"
"5035","312168.6109965657","312168.6109965657","312168.6109965657"
"5037","301268.0935956134","301268.0935956134","301268.0935956134"
"5039","300475.70806832466","300475.70806832466","300475.70806832466"
"5041","300662.1960235557","300662.1960235557","300662.1960235557"
"5043","305526.10557665234","305526.10557665234","305526.10557665234"
"5045","301466.34284244303","301466.34284244303","301466.34284244303"
"5047","304030.9974810094","304030.9974810094","304030.9974810094"
"5049","302532.66340978636","302532.66340978636","302532.66340978636"
"5051","304118.85613757005","304118.85613757005","304118.85613757005"
"5053","308162.3412037062","308162.3412037062","308162.3412037062"
"5055","301969.78018124716","301969.78018124716","301969.78018124716"
"5057","310658.36632495","310658.36632495","310658.36632495"
"5059","304292.57279567746","304292.57279567746","304292.57279567746"
"5061","311069.547341406","311069.547341406","311069.547341406"
"5063","304522.46299969545","304522.46299969545","304522.46299969545"
"5065","308360.6379879365","308360.6379879365","308360.6379879365"
"5067","313870.0326124205","313870.0326124205","313870.0326124205"
"5069","308156.565638763","308156.565638763","308156.565638763"
"5071","304243.1296399499","304243.1296399499","304243.1296399499"
"5073","312718.93140905537","312718.93140905537","312718.93140905537"
"5075","307768.8393183792","307768.8393183792","307768.8393183792"
"5077","304716.54103770974","304716.54103770974","304716.54103770974"
"5079","307566.9470674513","307566.9470674513","307566.9470674513"
"5081","304008.6917750698","304008.6917750698","304008.6917750698"
"5083","304382.2517290638","304382.2517290638","304382.2517290638"
"5085","307126.0340399706","307126.0340399706","307126.0340399706"
"5087","311442.1450865919","311442.1450865919","311442.1450865919"
"5089","307297.4174541632","307297.4174541632","307297.4174541632"
"5091","301604.15314430674","301604.15314430674","301604.15314430674"
"5093","301951.8879165415","301951.8879165415","301951.8879165415"
"5095","307981.83962456696","307981.83962456696","307981.83962456696"
"5097","300127.8859526879","300127.8859526879","300127.8859526879"
"5099","306423.1449530906","306423.1449530906","306423.1449530906"
"5101","305530.85489022196","305530.85489022196","305530.85489022196"
"5103","304316.3189096537","304316.3189096537","304316.3189096537"
"5105","307364.4793471339","307364.4793471339","307364.4793471339"
"5107","300589.74249115103","300589.74249115103","300589.74249115103"
"5109","296742.09567953134","296742.09567953134","296742.09567953134"
"5111","299526.45801490854","299526.45801490854","299526.45801490854"
"5113","309226.3824150702","309226.3824150702","309226.3824150702"
"5115","305330.10305252415","305330.10305252415","305330.10305252415"
"5117","307218.85333752993","307218.85333752993","307218.85333752993"
"5119","304098.16251369746","304098.16251369746","304098.16251369746"
"5121","308082.70819102286","308082.70819102286","308082.70819102286"
"5123","308432.6145622489","308432.6145622489","308432.6145622489"
"5125","303470.01203444443","303470.01203444443","303470.01203444443"
"5127","296390.5571013442","296390.5571013442","296390.5571013442"
"5129","309458.40546408476","309458.40546408476","309458.40546408476"
"5131","303708.151080609","303708.151080609","303708.151080609"
"5133","300175.30624144315","300175.30624144315","300175.30624144315"
"5135","307463.4487486051","307463.4487486051","307463.4487486051"
"5137","305622.07059863594","305622.07059863594","305622.07059863594"
"5139","300182.279718515","300182.279718515","300182.279718515"
"5141","307055.82291961194","307055.82291961194","307055.82291961194"
"5143","306999.1283667851","306999.1283667851","306999.1283667851"
"5145","300974.00650555606","300974.00650555606","300974.00650555606"
"5147","303728.3382341673","303728.3382341673","303728.3382341673"
"5149","299835.5139072151","299835.5139072151","299835.5139072151"
"5151","301930.21340467787","301930.21340467787","301930.21340467787"
"5153","301129.60861780395","301129.60861780395","301129.60861780395"
"5155","302155.40453540394","302155.40453540394","302155.40453540394"
"5157","300204.0544362747","300204.0544362747","300204.0544362747"
"5159","310123.445081637","310123.445081637","310123.445081637"
"5161","302585.73538852634","302585.73538852634","302585.73538852634"
"5163","303617.47302181943","303617.47302181943","303617.47302181943"
"5165","304256.07036980096","304256.07036980096","304256.07036980096"
"5167","309757.03117303236","309757.03117303236","309757.03117303236"
"5169","301518.77833957615","301518.77833957615","301518.77833957615"
"5171","302291.2676004783","302291.2676004783","302291.2676004783"
"5173","304016.43809342186","304016.43809342186","304016.43809342186"
"5175","313420.9227417697","313420.9227417697","313420.9227417697"
"5177","306143.5146907498","306143.5146907498","306143.5146907498"
"5179","308376.9981952746","308376.9981952746","308376.9981952746"
"5181","303524.0398720548","303524.0398720548","303524.0398720548"
"5183","303778.76994087826","303778.76994087826","303778.76994087826"
"5185","298567.4645355701","298567.4645355701","298567.4645355701"
"5187","299759.544634348","299759.544634348","299759.544634348"
"5189","304398.1979400322","304398.1979400322","304398.1979400322"
"5191","305898.51034624386","305898.51034624386","305898.51034624386"
"5193","307527.02792000084","307527.02792000084","307527.02792000084"
"5195","301659.7920445086","301659.7920445086","301659.7920445086"
"5197","300557.8870122556","300557.8870122556","300557.8870122556"
"5199","304781.3920808591","304781.3920808591","304781.3920808591"
"5201","300758.5001269541","300758.5001269541","300758.5001269541"
"5203","308207.7552851904","308207.7552851904","308207.7552851904"
"5205","306896.4405767154","306896.4405767154","306896.4405767154"
"5207","305181.752377253","305181.752377253","305181.752377253"
"5209","305953.7401632762","305953.7401632762","305953.7401632762"
"5211","305580.6298700677","305580.6298700677","305580.6298700677"
"5213","305039.96914460626","305039.96914460626","305039.96914460626"
"5215","298126.2998673585","298126.2998673585","298126.2998673585"
"5217","303056.0456348134","303056.0456348134","303056.0456348134"
"5219","304937.38714840054","304937.38714840054","304937.38714840054"
"5221","309855.41553418105","309855.41553418105","309855.41553418105"
"5223","308178.9172443119","308178.9172443119","308178.9172443119"
"5225","304985.63674770144","304985.63674770144","304985.63674770144"
"5227","306402.15887549793","306402.15887549793","306402.15887549793"
"5229","300588.9678775696","300588.9678775696","300588.9678775696"
"5231","300908.89319051045","300908.89319051045","300908.89319051045"
"5233","301505.3204540449","301505.3204540449","301505.3204540449"
"5235","302265.29052814865","302265.29052814865","302265.29052814865"
"5237","301996.4388923174","301996.4388923174","301996.4388923174"
"5239","312196.51073246746","312196.51073246746","312196.51073246746"
"5241","299488.4662664012","299488.4662664012","299488.4662664012"
"5243","308161.9652024504","308161.9652024504","308161.9652024504"
"5245","304015.5869174964","304015.5869174964","304015.5869174964"
"5247","299565.9220588049","299565.9220588049","299565.9220588049"
"5249","305000.5929660129","305000.5929660129","305000.5929660129"
"5251","298112.8876742119","298112.8876742119","298112.8876742119"
"5253","306312.5618092564","306312.5618092564","306312.5618092564"
"5255","311646.21603345533","311646.21603345533","311646.21603345533"
"5257","309577.66576750804","309577.66576750804","309577.66576750804"
"5259","299637.20670258923","299637.20670258923","299637.20670258923"
"5261","311019.1248310923","311019.1248310923","311019.1248310923"
"5263","310479.9086759209","310479.9086759209","310479.9086759209"
"5265","302731.37597642804","302731.37597642804","302731.37597642804"
"5267","303249.5343787883","303249.5343787883","303249.5343787883"
"5269","311224.0418366741","311224.0418366741","311224.0418366741"
"5271","313289.75401815306","313289.75401815306","313289.75401815306"
"5273","307926.77273126226","307926.77273126226","307926.77273126226"
"5275","297288.24267851375","297288.24267851375","297288.24267851375"
"5277","304088.126456176","304088.126456176","304088.126456176"
"5279","305361.9821068883","305361.9821068883","305361.9821068883"
"5281","301282.36150777375","301282.36150777375","301282.36150777375"
"5283","305126.1192431084","305126.1192431084","305126.1192431084"
"5285","302781.8684868328","302781.8684868328","302781.8684868328"
"5287","303630.37781075074","303630.37781075074","303630.37781075074"
"5289","300108.6674040569","300108.6674040569","300108.6674040569"
"5291","302419.7008726157","302419.7008726157","302419.7008726157"
"5293","302600.49197453","302600.49197453","302600.49197453"
"5295","305198.35087453254","305198.35087453254","305198.35087453254"
"5297","300197.6995067603","300197.6995067603","300197.6995067603"
"5299","308686.8630833265","308686.8630833265","308686.8630833265"
"5301","308789.85852497735","308789.85852497735","308789.85852497735"
"5303","307315.9197240668","307315.9197240668","307315.9197240668"
"5305","306166.5958996987","306166.5958996987","306166.5958996987"
"5307","303035.38928408327","303035.38928408327","303035.38928408327"
"5309","305422.39896641835","305422.39896641835","305422.39896641835"
"5311","304984.71466345474","304984.71466345474","304984.71466345474"
"5313","308261.67921242537","308261.67921242537","308261.67921242537"
"5315","302027.6308989769","302027.6308989769","302027.6308989769"
"5317","304130.2838280349","304130.2838280349","304130.2838280349"
"5319","307031.13705004775","307031.13705004775","307031.13705004775"
"5321","301707.4927789087","301707.4927789087","301707.4927789087"
"5323","310988.68105883943","310988.68105883943","310988.68105883943"
"5325","312779.07045452535","312779.07045452535","312779.07045452535"
"5327","303557.09297227557","303557.09297227557","303557.09297227557"
"5329","304942.1867780102","304942.1867780102","304942.1867780102"
"5331","298939.3062643787","298939.3062643787","298939.3062643787"
"5333","310700.8240954068","310700.8240954068","310700.8240954068"
"5335","304630.68160604546","304630.68160604546","304630.68160604546"
"5337","303772.35420917114","303772.35420917114","303772.35420917114"
"5339","308254.48798708577","308254.48798708577","308254.48798708577"
"5341","303881.3762062143","303881.3762062143","303881.3762062143"
"5343","306135.2243458597","306135.2243458597","306135.2243458597"
"5345","301905.95277220604","301905.95277220604","301905.95277220604"
"5347","296044.1695604492","296044.1695604492","296044.1695604492"
"5349","301485.3331758931","301485.3331758931","301485.3331758931"
"5351","305053.2136872248","305053.2136872248","305053.2136872248"
"5353","301089.37511465617","301089.37511465617","301089.37511465617"
"5355","315136.6561987988","315136.6561987988","315136.6561987988"
"5357","306490.9167152719","306490.9167152719","306490.9167152719"
"5359","307874.20096495596","307874.20096495596","307874.20096495596"
"5361","310573.17577657313","310573.17577657313","310573.17577657313"
"5363","309269.91365565103","309269.91365565103","309269.91365565103"
"5365","304653.1416629323","304653.1416629323","304653.1416629323"
"5367","304541.5141036792","304541.5141036792","304541.5141036792"
"5369","300867.269371163","300867.269371163","300867.269371163"
"5371","300382.862196976","300382.862196976","300382.862196976"
"5373","300169.45866949914","300169.45866949914","300169.45866949914"
"5375","316385.16140207724","316385.16140207724","316385.16140207724"
"5377","310050.57424873544","310050.57424873544","310050.57424873544"
"5379","302733.20511902455","302733.20511902455","302733.20511902455"
"5381","304932.2477627353","304932.2477627353","304932.2477627353"
"5383","302968.1135957215","302968.1135957215","302968.1135957215"
"5385","304477.99277977645","304477.99277977645","304477.99277977645"
"5387","305802.43914164894","305802.43914164894","305802.43914164894"
"5389","305214.16804248764","305214.16804248764","305214.16804248764"
"5391","296853.59656662703","296853.59656662703","296853.59656662703"
"5393","308270.0178118085","308270.0178118085","308270.0178118085"
"5395","304573.6821029821","304573.6821029821","304573.6821029821"
"5397","306075.79449493607","306075.79449493607","306075.79449493607"
"5399","307599.89557489706","307599.89557489706","307599.89557489706"
"5401","305461.6738455018","305461.6738455018","305461.6738455018"
"5403","302184.3032896552","302184.3032896552","302184.3032896552"
"5405","305418.3305359482","305418.3305359482","305418.3305359482"
"5407","302913.4993290445","302913.4993290445","302913.4993290445"
"5409","309347.2811877742","309347.2811877742","309347.2811877742"
"5411","308506.2553756379","308506.2553756379","308506.2553756379"
"5413","305583.082404598","305583.082404598","305583.082404598"
"5415","298730.2942012871","298730.2942012871","298730.2942012871"
"5417","302697.78895560896","302697.78895560896","302697.78895560896"
"5419","308942.24963549234","308942.24963549234","308942.24963549234"
"5421","302820.57408700837","302820.57408700837","302820.57408700837"
"5423","309417.08456095157","309417.08456095157","309417.08456095157"
"5425","299796.93669188546","299796.93669188546","299796.93669188546"
"5427","308660.5669760476","308660.5669760476","308660.5669760476"
"5429","304972.4413789995","304972.4413789995","304972.4413789995"
"5431","303320.8923229611","303320.8923229611","303320.8923229611"
"5433","311286.7372912985","311286.7372912985","311286.7372912985"
"5435","299098.0315167926","299098.0315167926","299098.0315167926"
"5437","299239.92774500174","299239.92774500174","299239.92774500174"
"5439","299478.8084045776","299478.8084045776","299478.8084045776"
"5441","303810.0293518828","303810.0293518828","303810.0293518828"
"5443","294304.5735709724","294304.5735709724","294304.5735709724"
"5445","302925.3708907623","302925.3708907623","302925.3708907623"
"5447","303107.3711945207","303107.3711945207","303107.3711945207"
"5449","298704.696474088","298704.696474088","298704.696474088"
"5451","294156.81999670604","294156.81999670604","294156.81999670604"
"5453","310161.8900414485","310161.8900414485","310161.8900414485"
"5455","306197.0713254312","306197.0713254312","306197.0713254312"
"5457","304744.4518766475","304744.4518766475","304744.4518766475"
"5459","301728.9139372356","301728.9139372356","301728.9139372356"
"5461","308902.69174117787","308902.69174117787","308902.69174117787"
"5463","303357.61406909616","303357.61406909616","303357.61406909616"
"5465","301820.8528090634","301820.8528090634","301820.8528090634"
"5467","302308.0802374467","302308.0802374467","302308.0802374467"
"5469","304304.7873178732","304304.7873178732","304304.7873178732"
"5471","301739.55015396303","301739.55015396303","301739.55015396303"
"5473","307651.2356030521","307651.2356030521","307651.2356030521"
"5475","307446.93056140386","307446.93056140386","307446.93056140386"
"5477","306896.31037858606","306896.31037858606","306896.31037858606"
"5479","305127.7035201263","305127.7035201263","305127.7035201263"
"5481","308969.1863005329","308969.1863005329","308969.1863005329"
"5483","298649.0403513564","298649.0403513564","298649.0403513564"
"5485","306349.2570097549","306349.2570097549","306349.2570097549"
"5487","306742.12332741264","306742.12332741264","306742.12332741264"
"5489","303638.1317756573","303638.1317756573","303638.1317756573"
"5491","302022.7075284874","302022.7075284874","302022.7075284874"
"5493","304476.7151375783","304476.7151375783","304476.7151375783"
"5495","302626.15188972134","302626.15188972134","302626.15188972134"
"5497","306110.5695886606","306110.5695886606","306110.5695886606"
"5499","307004.9137689711","307004.9137689711","307004.9137689711"
"5501","304446.849547595","304446.849547595","304446.849547595"
"5503","302549.0341280905","302549.0341280905","302549.0341280905"
"5505","305111.1010230607","305111.1010230607","305111.1010230607"
"5507","313889.5894316849","313889.5894316849","313889.5894316849"
"5509","310645.4990954285","310645.4990954285","310645.4990954285"
"5511","301694.3988537022","301694.3988537022","301694.3988537022"
"5513","304818.10370263713","304818.10370263713","304818.10370263713"
"5515","307462.47428958316","307462.47428958316","307462.47428958316"
"5517","304963.9384060907","304963.9384060907","304963.9384060907"
"5519","310182.634596776","310182.634596776","310182.634596776"
"5521","302044.79412159906","302044.79412159906","302044.79412159906"
"5523","303597.7219435019","303597.7219435019","303597.7219435019"
"5525","300433.34719433275","300433.34719433275","300433.34719433275"
"5527","309053.89444888744","309053.89444888744","309053.89444888744"
"5529","305894.5744968485","305894.5744968485","305894.5744968485"
"5531","306384.17760695505","306384.17760695505","306384.17760695505"
"5533","308935.2878405885","308935.2878405885","308935.2878405885"
"5535","306383.6091176828","306383.6091176828","306383.6091176828"
"5537","305688.15065774065","305688.15065774065","305688.15065774065"
"5539","305440.00595639355","305440.00595639355","305440.00595639355"
"5541","298226.11210125","298226.11210125","298226.11210125"
"5543","302883.33181743626","302883.33181743626","302883.33181743626"
"5545","302964.70152181794","302964.70152181794","302964.70152181794"
"5547","305987.42154703446","305987.42154703446","305987.42154703446"
"5549","304514.26940589945","304514.26940589945","304514.26940589945"
"5551","304699.6549901912","304699.6549901912","304699.6549901912"
"5553","303300.72747550893","303300.72747550893","303300.72747550893"
"5555","304951.1606718755","304951.1606718755","304951.1606718755"
"5557","302394.9123764852","302394.9123764852","302394.9123764852"
"5559","306434.50527161","306434.50527161","306434.50527161"
"5561","299651.25490337476","299651.25490337476","299651.25490337476"
"5563","311007.6378433341","311007.6378433341","311007.6378433341"
"5565","299896.3331725338","299896.3331725338","299896.3331725338"
"5567","306568.7803287093","306568.7803287093","306568.7803287093"
"5569","307908.57593495236","307908.57593495236","307908.57593495236"
"5571","307295.11129243736","307295.11129243736","307295.11129243736"
"5573","307921.6067365447","307921.6067365447","307921.6067365447"
"5575","304149.3620238957","304149.3620238957","304149.3620238957"
"5577","307187.4008899192","307187.4008899192","307187.4008899192"
"5579","301820.51271083974","301820.51271083974","301820.51271083974"
"5581","310292.1847299974","310292.1847299974","310292.1847299974"
"5583","306418.88694648066","306418.88694648066","306418.88694648066"
"5585","308796.50129873154","308796.50129873154","308796.50129873154"
"5587","308551.8406544384","308551.8406544384","308551.8406544384"
"5589","306449.4941987437","306449.4941987437","306449.4941987437"
"5591","301389.6492728401","301389.6492728401","301389.6492728401"
"5593","298998.41831291234","298998.41831291234","298998.41831291234"
"5595","309237.6347973631","309237.6347973631","309237.6347973631"
"5597","306221.9479197735","306221.9479197735","306221.9479197735"
"5599","302449.0681070965","302449.0681070965","302449.0681070965"
"5601","300720.8017690254","300720.8017690254","300720.8017690254"
"5603","296873.99248698325","296873.99248698325","296873.99248698325"
"5605","305692.7134939817","305692.7134939817","305692.7134939817"
"5607","304830.562793536","304830.562793536","304830.562793536"
"5609","307475.03780163213","307475.03780163213","307475.03780163213"
"5611","303710.9083849677","303710.9083849677","303710.9083849677"
"5613","305395.1877067984","305395.1877067984","305395.1877067984"
"5615","297071.21384994616","297071.21384994616","297071.21384994616"
"5617","301526.7102949101","301526.7102949101","301526.7102949101"
"5619","300004.6712477745","300004.6712477745","300004.6712477745"
"5621","307305.9164458002","307305.9164458002","307305.9164458002"
"5623","307873.67208343087","307873.67208343087","307873.67208343087"
"5625","306856.5277088806","306856.5277088806","306856.5277088806"
"5627","307003.5408786847","307003.5408786847","307003.5408786847"
"5629","299956.0289187669","299956.0289187669","299956.0289187669"
"5631","299291.2366881416","299291.2366881416","299291.2366881416"
"5633","310736.5800509972","310736.5800509972","310736.5800509972"
"5635","298474.387812278","298474.387812278","298474.387812278"
"5637","308506.4597817324","308506.4597817324","308506.4597817324"
"5639","304400.36204083246","304400.36204083246","304400.36204083246"
"5641","300173.8832405354","300173.8832405354","300173.8832405354"
"5643","302873.3937501117","302873.3937501117","302873.3937501117"
"5645","308404.75789691485","308404.75789691485","308404.75789691485"
"5647","302384.4983128215","302384.4983128215","302384.4983128215"
"5649","312597.0618117029","312597.0618117029","312597.0618117029"
"5651","303228.9784243999","303228.9784243999","303228.9784243999"
"5653","298641.9999763565","298641.9999763565","298641.9999763565"
"5655","308883.63657010545","308883.63657010545","308883.63657010545"
"5657","300053.66144116677","300053.66144116677","300053.66144116677"
"5659","305642.8810100352","305642.8810100352","305642.8810100352"
"5661","308893.5168896328","308893.5168896328","308893.5168896328"
"5663","299396.0328823861","299396.0328823861","299396.0328823861"
"5665","304363.19531987817","304363.19531987817","304363.19531987817"
"5667","299755.0002702964","299755.0002702964","299755.0002702964"
"5669","304664.493288712","304664.493288712","304664.493288712"
"5671","301833.99102537567","301833.99102537567","301833.99102537567"
"5673","306328.3402143563","306328.3402143563","306328.3402143563"
"5675","300327.34016962885","300327.34016962885","300327.34016962885"
"5677","314418.31309635285","314418.31309635285","314418.31309635285"
"5679","305026.711941715","305026.711941715","305026.711941715"
"5681","300928.39983053866","300928.39983053866","300928.39983053866"
"5683","308388.98707048595","308388.98707048595","308388.98707048595"
"5685","304059.4325501597","304059.4325501597","304059.4325501597"
"5687","304663.8894969319","304663.8894969319","304663.8894969319"
"5689","307136.93642622686","307136.93642622686","307136.93642622686"
"5691","301176.23365490406","301176.23365490406","301176.23365490406"
"5693","308868.1183194119","308868.1183194119","308868.1183194119"
"5695","307578.9251514642","307578.9251514642","307578.9251514642"
"5697","305311.5870452715","305311.5870452715","305311.5870452715"
"5699","302754.1954600224","302754.1954600224","302754.1954600224"
"5701","303638.6547648002","303638.6547648002","303638.6547648002"
"5703","302173.94099476235","302173.94099476235","302173.94099476235"
"5705","306710.86914984224","306710.86914984224","306710.86914984224"
"5707","302983.31320576795","302983.31320576795","302983.31320576795"
"5709","308362.06299076055","308362.06299076055","308362.06299076055"
"5711","300551.10653459944","300551.10653459944","300551.10653459944"
"5713","310081.3281750055","310081.3281750055","310081.3281750055"
"5715","303077.8730707265","303077.8730707265","303077.8730707265"
"5717","310646.25420955557","310646.25420955557","310646.25420955557"
"5719","303751.3440132161","303751.3440132161","303751.3440132161"
"5721","305162.44719084277","305162.44719084277","305162.44719084277"
"5723","296528.5263786712","296528.5263786712","296528.5263786712"
"5725","307640.7261663304","307640.7261663304","307640.7261663304"
"5727","308717.335681661","308717.335681661","308717.335681661"
"5729","306352.21446541214","306352.21446541214","306352.21446541214"
"5731","313110.82085549383","313110.82085549383","313110.82085549383"
"5733","300181.3532982393","300181.3532982393","300181.3532982393"
"5735","308541.56869969884","308541.56869969884","308541.56869969884"
"5737","305069.52706204925","305069.52706204925","305069.52706204925"
"5739","312748.87157953274","312748.87157953274","312748.87157953274"
"5741","305955.4639388145","305955.4639388145","305955.4639388145"
"5743","300004.06706555735","300004.06706555735","300004.06706555735"
"5745","310982.27482546226","310982.27482546226","310982.27482546226"
"5747","308032.5514176695","308032.5514176695","308032.5514176695"
"5749","301298.5153869743","301298.5153869743","301298.5153869743"
"5751","307307.4917193788","307307.4917193788","307307.4917193788"
"5753","311439.42025699385","311439.42025699385","311439.42025699385"
"5755","310080.2706065022","310080.2706065022","310080.2706065022"
"5757","293814.84240117786","293814.84240117786","293814.84240117786"
"5759","304991.9699616181","304991.9699616181","304991.9699616181"
"5761","307294.70613894286","307294.70613894286","307294.70613894286"
"5763","300908.4426700353","300908.4426700353","300908.4426700353"
"5765","309311.0915470063","309311.0915470063","309311.0915470063"
"5767","310739.1770670438","310739.1770670438","310739.1770670438"
"5769","304274.67431205907","304274.67431205907","304274.67431205907"
"5771","308536.2804278537","308536.2804278537","308536.2804278537"
"5773","305572.18147092056","305572.18147092056","305572.18147092056"
"5775","304712.2107206791","304712.2107206791","304712.2107206791"
"5777","301280.12241475494","301280.12241475494","301280.12241475494"
"5779","297686.2474518763","297686.2474518763","297686.2474518763"
"5781","303699.3618451078","303699.3618451078","303699.3618451078"
"5783","302932.00740907795","302932.00740907795","302932.00740907795"
"5785","308315.53356305364","308315.53356305364","308315.53356305364"
"5787","309227.6984157036","309227.6984157036","309227.6984157036"
"5789","306810.8815264827","306810.8815264827","306810.8815264827"
"5791","299582.5943764505","299582.5943764505","299582.5943764505"
"5793","311263.8690710049","311263.8690710049","311263.8690710049"
"5795","306776.79173706565","306776.79173706565","306776.79173706565"
"5797","309616.71141854156","309616.71141854156","309616.71141854156"
"5799","307481.5616771551","307481.5616771551","307481.5616771551"
"5801","306990.4864852855","306990.4864852855","306990.4864852855"
"5803","308859.95422594214","308859.95422594214","308859.95422594214"
"5805","299872.4862161564","299872.4862161564","299872.4862161564"
"5807","305702.8938449961","305702.8938449961","305702.8938449961"
"5809","301052.97519168607","301052.97519168607","301052.97519168607"
"5811","308086.35793079576","308086.35793079576","308086.35793079576"
"5813","297697.67735661566","297697.67735661566","297697.67735661566"
"5815","304572.4169440365","304572.4169440365","304572.4169440365"
"5817","302946.6282065102","302946.6282065102","302946.6282065102"
"5819","303649.8064771193","303649.8064771193","303649.8064771193"
"5821","302405.7043417799","302405.7043417799","302405.7043417799"
"5823","306713.3759253638","306713.3759253638","306713.3759253638"
"5825","305358.2837617713","305358.2837617713","305358.2837617713"
"5827","302258.92988821084","302258.92988821084","302258.92988821084"
"5829","304487.43651750113","304487.43651750113","304487.43651750113"
"5831","310975.43703548214","310975.43703548214","310975.43703548214"
"5833","313998.8415018418","313998.8415018418","313998.8415018418"
"5835","301840.9317488456","301840.9317488456","301840.9317488456"
"5837","302927.95343466743","302927.95343466743","302927.95343466743"
"5839","298596.9551103079","298596.9551103079","298596.9551103079"
"5841","306912.2676107739","306912.2676107739","306912.2676107739"
"5843","303639.0373904137","303639.0373904137","303639.0373904137"
"5845","307272.8008117896","307272.8008117896","307272.8008117896"
"5847","296539.4038254783","296539.4038254783","296539.4038254783"
"5849","308289.2795147607","308289.2795147607","308289.2795147607"
"5851","306287.4630292761","306287.4630292761","306287.4630292761"
"5853","309559.13889372913","309559.13889372913","309559.13889372913"
"5855","301271.1219596282","301271.1219596282","301271.1219596282"
"5857","303395.7493523846","303395.7493523846","303395.7493523846"
"5859","297776.65776263236","297776.65776263236","297776.65776263236"
"5861","304319.16959187156","304319.16959187156","304319.16959187156"
"5863","295409.17648215697","295409.17648215697","295409.17648215697"
"5865","302574.7343907084","302574.7343907084","302574.7343907084"
"5867","305404.76987204","305404.76987204","305404.76987204"
"5869","301863.146678659","301863.146678659","301863.146678659"
"5871","311133.99486636574","311133.99486636574","311133.99486636574"
"5873","305369.6030332048","305369.6030332048","305369.6030332048"
"5875","307424.68699529045","307424.68699529045","307424.68699529045"
"5877","310716.0680070171","310716.0680070171","310716.0680070171"
"5879","298766.4476359709","298766.4476359709","298766.4476359709"
"5881","297090.5357888841","297090.5357888841","297090.5357888841"
"5883","304785.31122649973","304785.31122649973","304785.31122649973"
"5885","311635.7880135787","311635.7880135787","311635.7880135787"
"5887","304691.87961278774","304691.87961278774","304691.87961278774"
"5889","304966.71098298294","304966.71098298294","304966.71098298294"
"5891","303771.8229016729","303771.8229016729","303771.8229016729"
"5893","303097.1702122217","303097.1702122217","303097.1702122217"
"5895","310220.1400827176","310220.1400827176","310220.1400827176"
"5897","307826.9632777984","307826.9632777984","307826.9632777984"
"5899","308897.28240287036","308897.28240287036","308897.28240287036"
"5901","305025.6091381062","305025.6091381062","305025.6091381062"
"5903","302413.400517946","302413.400517946","302413.400517946"
"5905","310017.43742460123","310017.43742460123","310017.43742460123"
"5907","307534.9321447428","307534.9321447428","307534.9321447428"
"5909","302322.72242142155","302322.72242142155","302322.72242142155"
"5911","308257.20894031646","308257.20894031646","308257.20894031646"
"5913","300274.766955683","300274.766955683","300274.766955683"
"5915","301064.8019844667","301064.8019844667","301064.8019844667"
"5917","302371.28911372536","302371.28911372536","302371.28911372536"
"5919","302515.04519002355","302515.04519002355","302515.04519002355"
"5921","302107.64466778736","302107.64466778736","302107.64466778736"
"5923","306883.0042312938","306883.0042312938","306883.0042312938"
"5925","301625.46846077207","301625.46846077207","301625.46846077207"
"5927","304563.0547612587","304563.0547612587","304563.0547612587"
"5929","306048.7047902763","306048.7047902763","306048.7047902763"
"5931","302981.78074804967","302981.78074804967","302981.78074804967"
"5933","307345.7959663307","307345.7959663307","307345.7959663307"
"5935","308036.6246805126","308036.6246805126","308036.6246805126"
"5937","301350.5803507437","301350.5803507437","301350.5803507437"
"5939","305007.29272533813","305007.29272533813","305007.29272533813"
"5941","307221.930436911","307221.930436911","307221.930436911"
"5943","310933.17025467346","310933.17025467346","310933.17025467346"
"5945","305420.24716154026","305420.24716154026","305420.24716154026"
"5947","303221.4522206618","303221.4522206618","303221.4522206618"
"5949","309441.7770956482","309441.7770956482","309441.7770956482"
"5951","303553.9012708453","303553.9012708453","303553.9012708453"
"5953","310869.3464385423","310869.3464385423","310869.3464385423"
"5955","303673.1560712834","303673.1560712834","303673.1560712834"
"5957","306155.5951506691","306155.5951506691","306155.5951506691"
"5959","303297.71037621796","303297.71037621796","303297.71037621796"
"5961","304573.84905276087","304573.84905276087","304573.84905276087"
"5963","306155.7392457373","306155.7392457373","306155.7392457373"
"5965","304142.71395437163","304142.71395437163","304142.71395437163"
